Cluster ID	Cluster name	Cluster members	Organisms	Length	Size	Organism IDs
UniRef100_A0A1Y4RR17	Cluster: Uncharacterized protein	A0A1Y4RR17	Lachnoclostridium sp. An138	180	1	1965560
UniRef100_A0A7C6Y2L8	Cluster: Stage V sporulation protein AC	A0A7C6Y2L8	Clostridiales bacterium	147	1	1898207
UniRef100_UPI000830F72C	Cluster: stage V sporulation protein AC	UPI000830F72C	Alicyclobacillus mali	157	1	1123961
UniRef100_UPI001413021A	Cluster: stage V sporulation protein AC	UPI001413021A	Acutalibacter sp. 1XD8-36	148	1	2320852
UniRef100_A0A562JHR2	Cluster: Stage V sporulation protein AC	A0A562JHR2	Sedimentibacter saalensis	146	1	130788
UniRef100_A0A8D6L681	Cluster: Stage V sporulation protein AC	A0A8D6L681	Clostridium sp. C5S11	155	1	704125
UniRef100_A0A7Y9A889	Cluster: Stage V sporulation protein AC	A0A7Y9A889; A6LRL9	Clostridium beijerinckii (Clostridium MP); Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) (Clostridium acetobutylicum)	155	2	1520; 290402
UniRef100_A0A1W1VS65	Cluster: Stage V sporulation protein AC	A0A1W1VS65; UPI00117D8B2E	Desulfonispora thiosulfatigenes DSM 11270; Desulfonispora thiosulfatigenes	216	2	656914; 83661
UniRef100_K6U5Z1	Cluster: Stage V sporulation protein AC	K6U5Z1; UPI00054F62E6	Clostridium sp. Maddingley MBC34-26; Clostridium sp. LS	156	2	1196322; 1352601
UniRef100_R7R4Y8	Cluster: Putative stage V sporulation protein AC	R7R4Y8	Roseburia sp. CAG:100	152	1	1262940
UniRef100_A0A174C0I3	Cluster: Stage V sporulation protein AC	A0A174C0I3; A0A374AHX4; R7C0T4	Anaerostipes hadrus; Firmicutes bacterium AF12-30; Firmicutes bacterium CAG:270	154	3	649756; 2292884; 1263014
UniRef100_UPI00195E1C79	Cluster: stage V sporulation protein AC	UPI00195E1C79	Flavonifractor plautii (Fusobacterium plautii)	146	1	292800
UniRef100_A0A3B8JEY7	Cluster: Stage V sporulation protein AC	A0A3B8JEY7	Ruminiclostridium sp.	150	1	2053608
UniRef100_A0A174WGN1	Cluster: SpoVA protein	A0A174WGN1	Hungatella hathewayi	150	1	154046
UniRef100_A0A1S8MR71	Cluster: SpoVA protein	A0A1S8MR71; UPI00159094C0	Clostridium saccharobutylicum	155	2	169679
UniRef100_A0A3E5AKM2	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A3E5AKM2; R6TYJ6	[Eubacterium] rectale; Eubacterium rectale CAG:36	153	2	39491; 1263079
UniRef100_A0A3D4DAR7	Cluster: Stage V sporulation protein AC	A0A3D4DAR7	Oscillibacter sp.	145	1	1945593
UniRef100_A0A7C6YIC2	Cluster: Stage V sporulation protein AC	A0A7C6YIC2	Firmicutes bacterium	153	1	1879010
UniRef100_UPI001899A86F	Cluster: stage V sporulation protein AC	UPI001899A86F	Ruminococcus bicirculans	148	1	1160721
UniRef100_A0A1I0C4H7	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A1I0C4H7; A0A416USF4	Enterocloster lavalensis; Clostridium sp. AF18-27	151	2	460384; 2292203
UniRef100_R9LLV6	Cluster: Stage V sporulation protein AC	R9LLV6	Anaerotruncus sp. G3(2012)	147	1	1235835
UniRef100_A0A7X8R0A2	Cluster: Stage V sporulation protein AC	A0A7X8R0A2	Clostridiaceae bacterium	150	1	1898204
UniRef100_A0A7U9RYS0	Cluster: Uncharacterized protein	A0A7U9RYS0	Lachnospiraceae bacterium	172	1	1898203
UniRef100_D6DYK4	Cluster: SpoVA protein	D6DYK4; A0A3D2K6Z6; D4JJY1	[Eubacterium] rectale DSM 17629; Eubacterium sp.; [Eubacterium] rectale M104/1	153	3	657318; 142586; 657317
UniRef100_A0A416ZDS0	Cluster: Stage V sporulation protein AC	A0A416ZDS0	Ruminococcaceae bacterium AF10-16	144	1	2292180
UniRef100_A0A316PVR2	Cluster: Stage V sporulation protein AC	A0A316PVR2	Clostridiales bacterium	148	1	1898207
UniRef100_A0A318XJ57	Cluster: Stage V sporulation protein AC	A0A318XJ57; UPI000D7CA5EE	Ruminiclostridium sufflavum DSM 19573; Ruminiclostridium sufflavum	165	2	1121337; 396504
UniRef100_F8IDZ5	Cluster: Stage V sporulation protein AC	F8IDZ5	Alicyclobacillus acidocaldarius (strain Tc-4-1) (Bacillus acidocaldarius)	157	1	1048834
UniRef100_A0A2N2A7Y3	Cluster: Stage V sporulation protein AC	A0A2N2A7Y3	Firmicutes bacterium HGW-Firmicutes-8	155	1	2013789
UniRef100_A0A285PYG7	Cluster: SpoVA	A0A285PYG7	Anaerobutyricum hallii	149	1	39488
UniRef100_A0A373W087	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A373W087	Eubacterium sp. AF17-7	174	1	2293105
UniRef100_A0A1S9C1P2	Cluster: Stage V sporulation protein AC	A0A1S9C1P2	Epulopiscium sp. AS2M-Bin002	144	1	1764959
UniRef100_A0A416R0H5	Cluster: Stage V sporulation protein AC	A0A416R0H5	Pseudoflavonifractor sp. AF19-9AC	145	1	2292244
UniRef100_A0A1C5YVY4	Cluster: Stage V sporulation protein AC	A0A1C5YVY4	uncultured Eubacterium sp.	154	1	165185
UniRef100_A0A2V2D239	Cluster: Stage V sporulation protein AC	A0A2V2D239	Clostridiales bacterium	157	1	1898207
UniRef100_A0A7X7ANM8	Cluster: Stage V sporulation protein AC	A0A7X7ANM8	Clostridia bacterium	160	1	2044939
UniRef100_C8WTM2	Cluster: Stage V sporulation protein AC	C8WTM2	Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC 27009 / DSM 446 / BCRC 14685 / JCM 5260 / KCTC 1825 / NBRC 15652 / NCIMB 11725 / NRRL B-14509 / 104-IA) (Bacillus acidocaldarius)	157	1	521098
UniRef100_A0A521JJ26	Cluster: Stage V sporulation protein AC	A0A521JJ26	Anaerolineaceae bacterium	166	1	2024896
UniRef100_A0A1S8R952	Cluster: SpoVA protein	A0A1S8R952; A0A5P2EVN3; A0A0K2MIP4	Clostridium beijerinckii (Clostridium MP); Clostridium diolis; Clostridium beijerinckii NRRL B-598	155	3	1520; 223919; 1428454
UniRef100_UPI000CF9A454	Cluster: stage V sporulation protein AC	UPI000CF9A454	Clostridium	155	1	1485
UniRef100_UPI000685DB69	Cluster: stage V sporulation protein AC	UPI000685DB69	Clostridium sp. Ade.TY	166	1	1391647
UniRef100_R5P1U3	Cluster: Uncharacterized protein	R5P1U3; A0A1C6GMH2	Eubacterium sp. CAG:603; uncultured Eubacterium sp.	152	2	1262891; 165185
UniRef100_A0A3B8HV69	Cluster: Stage V sporulation protein AC	A0A3B8HV69	Syntrophomonas sp.	153	1	2053627
UniRef100_A0A3E4E8R8	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A3E4E8R8; A0A350VJD9	[Eubacterium] rectale; Eubacterium sp.	153	2	39491; 142586
UniRef100_A0A6F9E7P2	Cluster: Mechanosensitive channel stage V sporulation protein AC	A0A6F9E7P2; UPI001E30DA7E	Kyrpidia spormannii	156	2	2055160
UniRef100_A0A358M5V5	Cluster: Stage V sporulation protein AC	A0A358M5V5	Clostridiales bacterium	157	1	1898207
UniRef100_UPI0008F87FA2	Cluster: stage V sporulation protein AC	UPI0008F87FA2	Angelakisella massiliensis	145	1	1871018
UniRef100_A0A3C2C8I5	Cluster: Stage V sporulation protein AC	A0A3C2C8I5	Desulfotomaculum sp.	154	1	41211
UniRef100_A0A1M6CLM6	Cluster: Stage V sporulation protein AC	A0A1M6CLM6	Clostridium amylolyticum	159	1	1121298
UniRef100_C5EU88	Cluster: Putative stage V sporulation protein AC	C5EU88	Clostridiales bacterium 1_7_47FAA	159	1	457421
UniRef100_A0A357VHQ4	Cluster: Stage V sporulation protein AC	A0A357VHQ4	Peptococcaceae bacterium	170	1	2052179
UniRef100_A0A1V4VFQ2	Cluster: SpoVA protein	A0A1V4VFQ2	Pelotomaculum sp. PtaB.Bin104	152	1	1811693
UniRef100_A0A413XD91	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A413XD91; D3ADB2; R5T8B2	Hungatella hathewayi; Hungatella hathewayi DSM 13479; Clostridium hathewayi CAG:224	150	3	154046; 566550; 1263067
UniRef100_A0A413Q4X0	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A413Q4X0	[Eubacterium] rectale	153	1	39491
UniRef100_A0A7X2MAC7	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A7X2MAC7	[Eubacterium] rectale	153	1	39491
UniRef100_A0A6S6XB40	Cluster: Stage V sporulation protein AC (SpoVAC)	A0A6S6XB40	Ruminococcaceae bacterium BL-4	183	1	2799560
UniRef100_U5MQX5	Cluster: Stage V sporulation protein AC	U5MQX5; UPI00149465F4	Clostridium saccharobutylicum DSM 13864; Clostridium saccharobutylicum	155	2	1345695; 169679
UniRef100_A0A1S8SBA0	Cluster: Mechanosensitive channel stage V sporulation protein AC	A0A1S8SBA0	Clostridium beijerinckii (Clostridium MP)	155	1	1520
UniRef100_D6DIM8	Cluster: SpoVA protein	D6DIM8; D4CAA7; A0A417GL94	[Clostridium] cf. saccharolyticum K10; Clostridium sp. M62/1; Clostridium sp. AM29-11AC	150	3	717608; 411486; 2293028
UniRef100_A0A3A8ZPH3	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A3A8ZPH3	bacterium 1xD42-87	153	1	2320113
UniRef100_A0A1Q6QAF7	Cluster: Stage V sporulation protein AC	A0A1Q6QAF7	Firmicutes bacterium CAG:129_59_24	144	1	1897028
UniRef100_UPI001C1283C4	Cluster: stage V sporulation protein AC	UPI001C1283C4	Anaerostipes sp. MSJ-23	154	1	2841520
UniRef100_A0A0M6WH93	Cluster: Stage V sporulation AC, SpoVAC	A0A0M6WH93	[Eubacterium] rectale	153	1	39491
UniRef100_R6RHA6	Cluster: SpoVA protein	R6RHA6	Clostridium sp. CAG:58	152	1	1262824
UniRef100_A0A2S6HMG8	Cluster: Stage V sporulation protein AC	A0A2S6HMG8	Hungatella xylanolytica	150	1	384636
UniRef100_A0A1Q6PQC1	Cluster: SpoVA protein	A0A1Q6PQC1	Eubacterium sp. 41_20	153	1	1897003
UniRef100_R6W7B1	Cluster: Uncharacterized protein	R6W7B1	Dorea sp. CAG:317	152	1	1262873
UniRef100_A0A542ANQ4	Cluster: Stage V sporulation protein AC	A0A542ANQ4	Clostridium sp. KNHs216	147	1	1550235
UniRef100_A0A415JRV4	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A415JRV4	[Eubacterium] rectale	153	1	39491
UniRef100_A0A350WGR5	Cluster: SpoVA protein	A0A350WGR5	Eubacterium sp.	153	1	142586
UniRef100_A0A1I0VG01	Cluster: Stage V sporulation protein AC	A0A1I0VG01; UPI000B7F7CC5	Clostridium frigidicarnis	157	2	84698
UniRef100_A0A5B9YFF6	Cluster: Stage V sporulation protein AC	A0A5B9YFF6	Cellulosilyticum sp. WCF-2	147	1	2497860
UniRef100_UPI000B3FD458	Cluster: stage V sporulation protein AC	UPI000B3FD458	Clostridium diolis	155	1	223919
UniRef100_A0A7X8L425	Cluster: Stage V sporulation protein AC	A0A7X8L425	Clostridiaceae bacterium	150	1	1898204
UniRef100_A0A414M2E5	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A414M2E5	[Eubacterium] rectale	153	1	39491
UniRef100_UPI0012450961	Cluster: stage V sporulation protein AC	UPI0012450961	Flintibacter sp. KGMB00164	146	1	2610895
UniRef100_A0A174E421	Cluster: SpoVA protein	A0A174E421; A0A2V3XY20	Hungatella hathewayi; Hungatella effluvii	150	2	154046; 1096246
UniRef100_A0A645AZK4	Cluster: Uncharacterized protein	A0A645AZK4	bioreactor metagenome	145	1	1076179
UniRef100_A0A7X9BN85	Cluster: Stage V sporulation protein AC	A0A7X9BN85	Syntrophomonadaceae bacterium	156	1	2093811
UniRef100_UPI00102FA9AD	Cluster: stage V sporulation protein AC	UPI00102FA9AD	Bacilliculturomica massiliensis	162	1	1917867
UniRef100_A0A212J2D8	Cluster: Stage V sporulation protein AC	A0A212J2D8	uncultured Eubacteriales bacterium	147	1	172733
UniRef100_A0A356B140	Cluster: Stage V sporulation protein AC	A0A356B140	Clostridiales bacterium	147	1	1898207
UniRef100_R5HUI1	Cluster: Stage V sporulation protein AC	R5HUI1; A0A3E2B4H3	Firmicutes bacterium CAG:114; Evtepia gabavorous	150	2	1263001; 2211183
UniRef100_UPI001B0B0258	Cluster: stage V sporulation protein AC	UPI001B0B0258	Paenibacillus cookii	160	1	157839
UniRef100_A0A374UMV3	Cluster: Stage V sporulation protein AC	A0A374UMV3	Eubacterium sp. OM08-24	151	1	2292352
UniRef100_UPI0007857B74	Cluster: stage V sporulation protein AC	UPI0007857B74	Alicyclobacillus sendaiensis	157	1	192387
UniRef100_UPI000A1CE01E	Cluster: stage V sporulation protein AC	UPI000A1CE01E	Anaeromassilibacillus sp. Marseille-P3371	137	1	1944639
UniRef100_A0A413U7V7	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A413U7V7	[Eubacterium] rectale	153	1	39491
UniRef100_A0A143WZD8	Cluster: SpoVA protein	A0A143WZD8	Clostridiales bacterium CHKCI006	146	1	1780379
UniRef100_UPI0009BB306A	Cluster: stage V sporulation protein AC	UPI0009BB306A	Varibaculum timonense	147	1	1964383
UniRef100_A0A1C5V1M7	Cluster: Stage V sporulation protein AC	A0A1C5V1M7	uncultured Clostridium sp.	159	1	59620
UniRef100_A0A1M5V9I0	Cluster: Stage V sporulation protein AC	A0A1M5V9I0	Sporobacter termitidis DSM 10068	144	1	1123282
UniRef100_A0A410Q7U5	Cluster: Stage V sporulation protein AC	A0A410Q7U5	Caproiciproducens sp. NJN-50	137	1	2507162
UniRef100_UPI00143FF24F	Cluster: stage V sporulation protein AC	UPI00143FF24F; UPI001E65A184	Kyrpidia spormannii	156	2	2055160
UniRef100_UPI00047C138B	Cluster: stage V sporulation protein AC	UPI00047C138B	Clostridium beijerinckii (Clostridium MP)	155	1	1520
UniRef100_A0A3E4Y5G2	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A3E4Y5G2	[Eubacterium] rectale	153	1	39491
UniRef100_A0A316QQM7	Cluster: Stage V sporulation protein AC	A0A316QQM7	Clostridiales bacterium	151	1	1898207
UniRef100_R6CEZ0	Cluster: Stage V sporulation protein AC	R6CEZ0	Ruminococcus sp. CAG:579	145	1	1262963
UniRef100_A0A352WUA8	Cluster: Stage V sporulation protein AC	A0A352WUA8; A0A351IZ71	Clostridiales bacterium	155	2	1898207
UniRef100_UPI00164E5DE3	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI00164E5DE3	Hungatella sp. L12	150	1	2763050
UniRef100_A0A413FKK4	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A413FKK4; C0D135	Enterocloster asparagiformis; [Clostridium] asparagiforme DSM 15981	151	2	333367; 518636
UniRef100_A0A7X2NI06	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A7X2NI06	Clostridium porci	151	1	2605778
UniRef100_A0A415ICS7	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A415ICS7	[Eubacterium] rectale	153	1	39491
UniRef100_A0A1C6EAM6	Cluster: Stage V sporulation protein AC	A0A1C6EAM6	uncultured Flavonifractor sp.	147	1	1193534
UniRef100_A0A3E2NJ02	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A3E2NJ02	Clostridium indicum	150	1	759821
UniRef100_A0A2V2FUJ1	Cluster: Stage V sporulation protein AC	A0A2V2FUJ1	Clostridia bacterium	153	1	2044939
UniRef100_A0A3E4WV67	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A3E4WV67	[Eubacterium] rectale	153	1	39491
UniRef100_A0A3D1X5T0	Cluster: Stage V sporulation protein AC	A0A3D1X5T0	Oscillibacter sp.	144	1	1945593
UniRef100_A0A2T0BJ68	Cluster: SpoVA protein	A0A2T0BJ68	Clostridium vincentii	152	1	52704
UniRef100_A0A7C6K9E6	Cluster: Stage V sporulation protein AC	A0A7C6K9E6	Syntrophomonadaceae bacterium	155	1	2093811
UniRef100_R5T7P9	Cluster: Stage V sporulation protein AC	R5T7P9; A0A3D5WLC8; A0A3R6TCS1; A0A417RUS8	Clostridium sp. CAG:75; Lachnospiraceae bacterium; Clostridium sp. OM05-6BH; Clostridium sp. OM05-9BH	166	4	1262836; 1898203; 2293044; 2293046
UniRef100_UPI0004838392	Cluster: stage V sporulation protein AC	UPI0004838392	Ruminiclostridium cellobioparum (Clostridium cellobioparum)	147	1	29355
UniRef100_A0A855A3A3	Cluster: Stage V sporulation protein AC	A0A855A3A3; A0A1C6D3J9; R6N1M3	[Clostridium] leptum DSM 753; uncultured Ruminococcus sp.; Clostridium leptum CAG:27	158	3	428125; 165186; 1263068
UniRef100_A0A396FJK9	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A396FJK9	[Eubacterium] rectale	153	1	39491
UniRef100_A0A4Z0YAV1	Cluster: SpoVA protein	A0A4Z0YAV1	Caproiciproducens galactitolivorans	147	1	642589
UniRef100_A0A0B5Q5P6	Cluster: Stage V sporulation protein AC	A0A0B5Q5P6	Clostridium beijerinckii (Clostridium MP)	155	1	1520
UniRef100_A0A374I1R0	Cluster: Stage V sporulation protein AC	A0A374I1R0; A0A373LDZ6; A0A355TEC2; A0A373VA35; A0A374GIY5; A0A5R9MMU5; A0A373WSF0; A0A373MRY6	Ruminococcus sp. TF12-2; Ruminococcus sp. AF37-20; Ruminococcus sp.; Ruminococcus sp. AF19-15; Ruminococcus sp. AM28-13; Ruminococcus sp. KGMB03662; Ruminococcus sp. AF17-6; Ruminococcus sp. AF34-12	146	8	2293243; 2293178; 41978; 2293157; 2293194; 2583230; 2293154; 2293177
UniRef100_A0A7U9R8G1	Cluster: Uncharacterized protein	A0A7U9R8G1	Lachnospiraceae bacterium	155	1	1898203
UniRef100_A0A7V6IU68	Cluster: Stage V sporulation protein AC	A0A7V6IU68	Acholeplasmataceae bacterium	147	1	1898209
UniRef100_A0A1Y4V9S8	Cluster: Stage V sporulation protein AC	A0A1Y4V9S8	Eubacterium sp. An11	153	1	1965542
UniRef100_F2JHK4	Cluster: Stage V sporulation protein AC	F2JHK4	Cellulosilyticum lentocellum (strain ATCC 49066 / DSM 5427 / NCIMB 11756 / RHM5) (Clostridium lentocellum)	147	1	642492
UniRef100_A0A3C1C032	Cluster: Stage V sporulation protein AC	A0A3C1C032; A0A354UXS5; A0A354UWN6	Clostridiales bacterium	146	3	1898207
UniRef100_UPI0019D2046D	Cluster: stage V sporulation protein AC	UPI0019D2046D	Anaerovorax sp. IOR16	177	1	2773458
UniRef100_R6TG87	Cluster: Stage V sporulation protein AC	R6TG87; A0A1C5XEA1	Ruminococcus sp. CAG:57; uncultured Ruminococcus sp.	148	2	1262962; 165186
UniRef100_A0A350XXF9	Cluster: Stage V sporulation protein AC	A0A350XXF9	Oscillospiraceae bacterium	150	1	2485925
UniRef100_R6HUA0	Cluster: Stage V sporulation protein AC	R6HUA0	Ruminococcus sp. CAG:177	149	1	1262952
UniRef100_A0A845R7T1	Cluster: Stage V sporulation protein AC	A0A845R7T1	Colidextribacter sp. OB.20	147	1	2304568
UniRef100_B0PC68	Cluster: Stage V sporulation protein AC	B0PC68; A0A174TDP9	Anaerotruncus colihominis DSM 17241; Anaerotruncus colihominis	150	2	445972; 169435
UniRef100_A0A3R6XXF9	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A3R6XXF9	Clostridium sp. AM42-4	151	1	2292305
UniRef100_A7VV51	Cluster: Stage V sporulation protein AC	A7VV51	[Clostridium] leptum DSM 753	164	1	428125
UniRef100_R7BDE1	Cluster: Stage V sporulation protein AC	R7BDE1; A0A3D4CGM6	Firmicutes bacterium CAG:341; Oscillospiraceae bacterium	147	2	1263019; 2485925
UniRef100_A0A2N0UYQ7	Cluster: Stage V sporulation protein AC	A0A2N0UYQ7	Ruminococcus bromii	151	1	40518
UniRef100_UPI001570EFC4	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI001570EFC4	Coprococcus comes	152	1	410072
UniRef100_A0A3B9STR3	Cluster: Stage V sporulation protein AC	A0A3B9STR3	Desulfotomaculum sp.	149	1	41211
UniRef100_A0A849CM75	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A849CM75	Hungatella xylanolytica	150	1	384636
UniRef100_A0A252F7P4	Cluster: Stage V sporulation protein AC	A0A252F7P4	Butyricicoccus porcorum	146	1	1945634
UniRef100_UPI000988863E	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI000988863E	Clostridium sp. Marseille-P2415	150	1	1805471
UniRef100_UPI0009675FA6	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI0009675FA6	Coprococcus comes	152	1	410072
UniRef100_A0A850HKI2	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A850HKI2	Dorea phocaeensis	153	1	2040291
UniRef100_A0A352RQD7	Cluster: Stage V sporulation protein AC	A0A352RQD7	Oscillibacter sp.	144	1	1945593
UniRef100_A0A1I6D417	Cluster: Stage V sporulation protein AC	A0A1I6D417	Desulfoscipio geothermicus DSM 3669	156	1	1121426
UniRef100_UPI0015711D51	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI0015711D51	Clostridium symbiosum (Bacteroides symbiosus)	150	1	1512
UniRef100_A0A1Y4S344	Cluster: Uncharacterized protein	A0A1Y4S344	Lachnoclostridium sp. An131	187	1	1965555
UniRef100_R6TZI2	Cluster: Stage V sporulation protein AC	R6TZI2	Clostridium sp. CAG:465	153	1	1262811
UniRef100_A0A6N8BGT4	Cluster: Stage V sporulation protein AC	A0A6N8BGT4	Firmicutes bacterium	154	1	1879010
UniRef100_UPI001C88D667	Cluster: stage V sporulation protein AC	UPI001C88D667	Cohnella nanjingensis	137	1	1387779
UniRef100_A0A0M2U0L6	Cluster: Uncharacterized protein	A0A0M2U0L6	Clostridiales bacterium PH28_bin88	150	1	1605376
UniRef100_UPI00195B280F	Cluster: stage V sporulation protein AC	UPI00195B280F	Pseudoflavonifractor phocaeensis	145	1	1870988
UniRef100_UPI000F53B915	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI000F53B915	Clostridium sp. E02	150	1	2487134
UniRef100_UPI00135B85BB	Cluster: stage V sporulation protein AC	UPI00135B85BB	Paenibacillus	160	1	44249
UniRef100_A0A1B9BS30	Cluster: Stage V sporulation protein AC	A0A1B9BS30	Clostridium beijerinckii (Clostridium MP)	155	1	1520
UniRef100_A0A1Q6KGS8	Cluster: Uncharacterized protein	A0A1Q6KGS8; A0A3R6PHG4	Clostridium sp. 42_12; Clostridium sp. AM49-4BH	166	2	1896983; 2293035
UniRef100_A0A1H0TVG8	Cluster: Stage V sporulation protein AC	A0A1H0TVG8	Clostridium gasigenes	153	1	94869
UniRef100_UPI001C0B9AC9	Cluster: stage V sporulation protein AC	UPI001C0B9AC9	Clostridium gasigenes	153	1	94869
UniRef100_A0A7X8JDV5	Cluster: Stage V sporulation protein AC	A0A7X8JDV5	Clostridiaceae bacterium	148	1	1898204
UniRef100_A0A413PKJ0	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A413PKJ0	[Eubacterium] rectale	153	1	39491
UniRef100_UPI00102FA363	Cluster: stage V sporulation protein AC	UPI00102FA363	Intestinimonas massiliensis	146	1	1673721
UniRef100_A0A1C7GQX6	Cluster: Stage V sporulation protein AC	A0A1C7GQX6; A0A1Z2XLS8	Hungateiclostridiaceae bacterium KB18; Acutalibacter muris	147	2	1834198; 1796620
UniRef100_A0A1I5UCS2	Cluster: Stage V sporulation protein AC	A0A1I5UCS2	Oscillibacter sp. PC13	147	1	1855299
UniRef100_A0A3A8Z3U9	Cluster: Stage V sporulation protein AC	A0A3A8Z3U9	bacterium 1xD42-67	147	1	2320107
UniRef100_UPI001D07ED32	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI001D07ED32	Ruminococcus sp. 210702-SL.1.03	145	1	2883233
UniRef100_A0A4Y7RMU1	Cluster: Uncharacterized protein	A0A4Y7RMU1; A0A847K9G5	Pelotomaculum propionicicum; Peptococcaceae bacterium	151	2	258475; 2052179
UniRef100_A0A6N7AZ30	Cluster: Stage V sporulation protein AC	A0A6N7AZ30	Firmicutes bacterium	155	1	1879010
UniRef100_A0A2T2WZ16	Cluster: Stage V sporulation protein AC	A0A2T2WZ16; A0A1W1WJE2	Sulfobacillus thermosulfidooxidans; Sulfobacillus thermosulfidooxidans (strain DSM 9293 / VKM B-1269 / AT-1)	155	2	28034; 929705
UniRef100_A0A1N7N2N2	Cluster: Stage V sporulation protein AC	A0A1N7N2N2	Alicyclobacillus vulcanalis	157	1	252246
UniRef100_R5AHH2	Cluster: Stage V sporulation protein AC	R5AHH2	Clostridium sp. CAG:1013	148	1	1262769
UniRef100_A0A416KQR1	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A416KQR1	Clostridium sp. AF27-2AA	151	1	2292206
UniRef100_UPI0004664660	Cluster: stage V sporulation protein AC	UPI0004664660	Anaerotruncus colihominis	147	1	169435
UniRef100_A0A0S2W2K7	Cluster: Stage V sporulation protein AC	A0A0S2W2K7	Intestinimonas butyriciproducens	147	1	1297617
UniRef100_W0U2X8	Cluster: Stage V sporulation protein AC	W0U2X8; A0A373SE51; A0A373Y7K7; A0A374EM69; A0A374BU14	Ruminococcus bicirculans; Ruminococcus sp. AF25-19; Ruminococcus sp. AF16-50; Ruminococcus sp. AM31-15AC; Ruminococcus sp. AM43-6	148	5	1160721; 2293165; 2293149; 2293202; 2293216
UniRef100_UPI001C0FA350	Cluster: stage V sporulation protein AC	UPI001C0FA350	Pseudoflavonifractor sp. MSJ-30	144	1	2841525
UniRef100_A0A173SIK0	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A173SIK0; A0A1C5KXK4; C0BDP4; R6LH22; K1SMM0	Coprococcus comes; uncultured Coprococcus sp.; Coprococcus comes ATCC 27758; Coprococcus comes CAG:19; human gut metagenome	152	5	410072; 458253; 470146; 1263070; 408170
UniRef100_A0A2G3Q1F5	Cluster: Stage V sporulation protein AC	A0A2G3Q1F5	Lachnospiraceae bacterium	144	1	1898203
UniRef100_A0A3D4MX22	Cluster: Stage V sporulation protein AC	A0A3D4MX22	Clostridiales bacterium	147	1	1898207
UniRef100_A0A1M6BSK6	Cluster: Stage V sporulation protein AC	A0A1M6BSK6	Thermoclostridium caenicola	150	1	659425
UniRef100_A0A645BH01	Cluster: Uncharacterized protein	A0A645BH01	bioreactor metagenome	150	1	1076179
UniRef100_UPI001A9C8823	Cluster: stage V sporulation protein AC	UPI001A9C8823	Caldicoprobacter guelmensis	131	1	1170224
UniRef100_A0A173UV49	Cluster: Stage V sporulation protein AC	A0A173UV49; U2QR26; R5TER2; A0A844E2U1	Eubacterium ramulus; Eubacterium ramulus ATCC 29099; Roseburia sp. CAG:50	188	4	39490; 1256908; 1262949
UniRef100_A0A117S9B0	Cluster: Stage V sporulation protein AD	A0A117S9B0	Gracilibacter sp. BRH_c7a	159	1	1734398
UniRef100_A5D2Y7	Cluster: Hypothetical membrane protein	A5D2Y7	Pelotomaculum thermopropionicum (strain DSM 13744 / JCM 10971 / SI)	151	1	370438
