id,name,RepID,species,len,Tax,Size
UniRef100_N1ZXM1/8-149,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,N1ZXM1,Schaedlerella arabinosiphila,152,2044587,1.0
UniRef100_A0A1F8TY35/8-146,Cluster: Stage V sporulation protein AC,A0A1F8TY35,Clostridiales bacterium GWB2_37_7,147,1797677,1.0
UniRef100_UPI001BA49D8F/7-150,Cluster: stage V sporulation protein AC,UPI001BA49D8F,Alkaliphilus sp. B6464,151,2731219,1.0
UniRef100_UPI000EC2707B/4-144,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,UPI000EC2707B,Enterocloster aldenensis,153,358742,1.0
UniRef100_UPI001C021B36/4-145,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,UPI001C021B36,Clostridium sp. MCC353,152,2592646,1.0
UniRef100_UPI001644C7FB/5-147,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,UPI001644C7FB,Blautia massiliensis,152,1737424,1.0
UniRef100_F7KNW3/12-154,Cluster: Uncharacterized protein,F7KNW3,Lachnospiraceae bacterium 5_1_57FAA,159,658085,4.0
UniRef100_A0A3C1CVA2/4-143,Cluster: Stage V sporulation protein AC,A0A3C1CVA2,Oscillospiraceae bacterium,151,2485925,1.0
UniRef100_A0A373IZS5/16-158,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,A0A373IZS5,Firmicutes bacterium AM10-47,163,2292890,1.0
UniRef100_A0A829ZWI5/29-169,Cluster: Stage V sporulation protein AC,A0A829ZWI5,Thermanaeromonas sp. C210,170,2731925,1.0
UniRef100_A0A357APZ9/7-148,Cluster: Stage V sporulation protein AC,A0A357APZ9,Ruminiclostridium sp.,150,2053608,1.0
UniRef100_R6GSU1/4-146,Cluster: Stage V sporulation protein AC,R6GSU1,Clostridium sp. CAG:557,148,1262819,1.0
UniRef100_A0A1C3F0Y6/15-154,Cluster: Stage V sporulation protein AC (SpoVAC),A0A1C3F0Y6,Desulfosporosinus sp. BG,155,1633135,1.0
UniRef100_A0A3D3Y166/4-145,Cluster: Stage V sporulation protein AC,A0A3D3Y166,Oscillospiraceae bacterium,148,2485925,1.0
UniRef100_A0A7X7BGD5/6-146,Cluster: Stage V sporulation protein AC,A0A7X7BGD5,Clostridiaceae bacterium,149,1898204,1.0
UniRef100_R6QRZ1/4-144,Cluster: Stage V sporulation protein AC,R6QRZ1,Eubacterium sp. CAG:251,147,1262886,1.0
UniRef100_A0A356DN80/5-148,Cluster: Stage V sporulation protein AC,A0A356DN80,Lachnospiraceae bacterium,150,1898203,8.0
UniRef100_A0A1C6AL70/3-143,Cluster: Stage V sporulation protein AC,A0A1C6AL70,uncultured Ruminococcus sp.,145,165186,1.0
UniRef100_A0A4P8XV96/4-143,Cluster: Stage V sporulation protein AC,A0A4P8XV96,Ruminococcus bovis,151,2564099,1.0
UniRef100_A0A416PWK4/5-147,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,A0A416PWK4,Ruminococcus sp. AF21-42,152,2292251,1.0
UniRef100_A0A3D3DCD4/3-144,Cluster: Stage V sporulation protein AC,A0A3D3DCD4,Ruminococcus sp.,151,41978,1.0
UniRef100_A0A6L5YVB1/32-173,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,A0A6L5YVB1,Roseburia porci,174,2605790,2.0
UniRef100_A0A2A7MKD4/12-152,Cluster: Stage V sporulation protein AC,A0A2A7MKD4,Clostridium neonatale,155,137838,2.0
UniRef100_A0A416WAS9/6-147,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,A0A416WAS9,Eubacterium sp. AF15-50,152,2293103,1.0
UniRef100_UPI001105A829/8-150,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,UPI001105A829,Ruminococcus sp. 1001175B_160314_E1,156,2787100,1.0
UniRef100_UPI001ADF07A6/4-144,Cluster: stage V sporulation protein AC,UPI001ADF07A6,Flavonifractor sp. AGMB03687,147,2785133,1.0
UniRef100_A0A7X1IA15/5-144,Cluster: Stage V sporulation protein AC,A0A7X1IA15,Bittarella massiliensis,148,1720313,1.0
UniRef100_UPI001B1B5C7E/12-153,Cluster: stage V sporulation protein AC,UPI001B1B5C7E,Paenibacillus sp. J23TS9,160,2807193,1.0
UniRef100_A0A416AKI2/13-155,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,A0A416AKI2,Ruminococcus sp. AF45-4BH,160,2292071,2.0
UniRef100_UPI001D06A696/13-155,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,UPI001D06A696,Blautia glucerasea,160,536633,1.0
UniRef100_UPI0012EB4E37/25-164,Cluster: stage V sporulation protein AC,UPI0012EB4E37,Clostridium,167,1485,1.0
UniRef100_R7KTJ3/4-144,Cluster: Stage V sporulation protein AC,R7KTJ3,Ruminococcus sp. CAG:353,146,1262955,2.0
UniRef100_R6BWR9/12-155,Cluster: Uncharacterized protein,R6BWR9,Clostridium sp. CAG:510,161,1262816,1.0
UniRef100_A0A2N2CQV2/7-148,Cluster: Stage V sporulation protein AC,A0A2N2CQV2,Firmicutes bacterium HGW-Firmicutes-16,151,2013777,1.0
UniRef100_A0A395YB29/10-149,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,A0A395YB29,Dorea sp. AM58-8,153,2292346,2.0
UniRef100_A0A084J930/7-148,Cluster: Stage V sporulation protein AC,A0A084J930,Clostridium sulfidigenes,150,318464,2.0
UniRef100_F3ACE9/3-142,Cluster: Uncharacterized protein,F3ACE9,Lachnospiraceae bacterium 6_1_63FAA,148,658083,2.0
UniRef100_A0A3A8ZHM8/4-147,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,A0A3A8ZHM8,bacterium 0.1xD8-71,152,2320099,1.0
UniRef100_R7NIQ4/4-143,Cluster: Stage V sporulation protein AC,R7NIQ4,Eubacterium sp. CAG:581,151,1262890,2.0
UniRef100_R9KYB8/6-146,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,R9KYB8,Lachnospiraceae bacterium MD335,153,1235793,1.0
UniRef100_A0A3R6H1C7/36-176,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,A0A3R6H1C7,Roseburia intestinalis,181,166486,2.0
UniRef100_R9MKD2/5-146,Cluster: Stage V sporulation protein AC,R9MKD2,Lachnospiraceae bacterium MD308,152,1235799,1.0
UniRef100_A0A1V5BLZ3/20-161,Cluster: SpoVA protein,A0A1V5BLZ3,Pelotomaculum sp. PtaU1.Bin035,162,1811695,3.0
UniRef100_D5WQK8/11-152,Cluster: Stage V sporulation protein AC,D5WQK8,Kyrpidia tusciae (strain DSM 2912 / NBRC 15312 / T2) (Bacillus tusciae),156,562970,2.0
UniRef100_A0A0L6JS18/6-146,Cluster: Stage V sporulation protein AC,A0A0L6JS18,Pseudobacteroides cellulosolvens ATCC 35603 = DSM 2933,148,398512,1.0
UniRef100_A0A2B2BU60/12-135,Cluster: Stage V sporulation protein AC,A0A2B2BU60,Bacillus sp. AFS073361,140,2033511,1.0
UniRef100_A0A1C5TH96/17-156,Cluster: Stage V sporulation protein AC,A0A1C5TH96,uncultured Ruminococcus sp.,160,165186,1.0
UniRef100_R5E2U3/7-146,Cluster: Uncharacterized protein,R5E2U3,Clostridium sp. CAG:590,153,1262825,2.0
UniRef100_A0A2V2E4J3/6-145,Cluster: Stage V sporulation protein AC,A0A2V2E4J3,Clostridiales bacterium,148,1898207,1.0
UniRef100_A0A7X9BSM8/7-148,Cluster: Stage V sporulation protein AC,A0A7X9BSM8,Clostridiaceae bacterium,150,1898204,1.0
UniRef100_A0A1V4ITK6/14-154,Cluster: SpoVA protein,A0A1V4ITK6,Clostridium chromiireducens,156,225345,2.0
UniRef100_A0A0F2SI87/15-154,Cluster: Stage V sporulation protein AD,A0A0F2SI87,Peptococcaceae bacterium BRH_c23,155,1629714,2.0
UniRef100_N1ZCP1/6-147,Cluster: Stage V sporulation protein AC,N1ZCP1,Clostridium sp. MD294,148,97138,2.0
UniRef100_A0A143XH61/5-147,Cluster: SpoVA protein,A0A143XH61,Clostridiales bacterium CHKCI001,155,1780378,1.0
UniRef100_A0A3A6G253/5-144,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,A0A3A6G253,Lachnospiraceae bacterium AM25-39,150,2302972,2.0
UniRef100_A0A355L455/4-144,Cluster: Stage V sporulation protein AC,A0A355L455,Oscillospiraceae bacterium,147,2485925,1.0
UniRef100_A0A7X5ELI0/8-149,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,A0A7X5ELI0,Lachnospiraceae bacterium,152,1898203,1.0
UniRef100_UPI0010A7C8C6/12-153,Cluster: stage V sporulation protein AC,UPI0010A7C8C6,Paenibacillus dokdonensis,160,2567944,1.0
UniRef100_UPI001C11E495/5-148,Cluster: stage V sporulation protein AC,UPI001C11E495,Eubacterium sp. MSJ-21,150,2841519,1.0
UniRef100_UPI001C84F9EF/14-154,Cluster: stage V sporulation protein AC,UPI001C84F9EF,Clostridium chauvoei,156,46867,1.0
UniRef100_M1M9P2/13-152,Cluster: Stage V sporulation protein AC,M1M9P2,Clostridium saccharoperbutylacetonicum N1-4(HMT),155,931276,1.0
UniRef100_A0A1Q8QK97/15-154,Cluster: Stage V sporulation protein AC (SpoVAC),A0A1Q8QK97,Desulfosporosinus metallidurans,155,1888891,1.0
UniRef100_A0A8F2EZ44/5-148,Cluster: Stage V sporulation protein AC,A0A8F2EZ44,Eubacterium sp. MSJ-33,150,2841528,1.0
UniRef100_A0A7U9XAY7/12-154,Cluster: Uncharacterized protein,A0A7U9XAY7,Lachnospiraceae bacterium,159,1898203,1.0
UniRef100_A0A3D0HLR7/21-158,Cluster: Stage V sporulation protein AC,A0A3D0HLR7,Lachnospiraceae bacterium,166,1898203,1.0
UniRef100_UPI00082DD677/14-153,Cluster: stage V sporulation protein AC,UPI00082DD677,Clostridium nigeriense,156,1805470,1.0
UniRef100_R7HYP0/20-162,Cluster: Stage V sporulation protein AC,R7HYP0,Clostridium sp. CAG:411,165,1262802,1.0
UniRef100_UPI001CC11D3A/5-145,Cluster: stage V sporulation protein AC,UPI001CC11D3A,Schnuerera sp. xch1,149,2874283,1.0
UniRef100_A0A0G9LFL9/14-153,Cluster: Stage V sporulation protein AC,A0A0G9LFL9,Clostridium sp. C8,156,1667357,3.0
UniRef100_R5YTM8/5-147,Cluster: Stage V sporulation protein AC,R5YTM8,Ruminococcus sp. CAG:488,150,1262959,1.0
UniRef100_B8CVZ3/6-147,Cluster: Sporulation stage V protein AC,B8CVZ3,Halothermothrix orenii (strain H 168 / OCM 544 / DSM 9562),149,373903,1.0
UniRef100_R9K5F8/8-149,Cluster: Stage V sporulation protein AC,R9K5F8,Lachnospiraceae bacterium M18-1,152,1235792,2.0
UniRef100_A0A417JUF8/9-151,Cluster: Stage V sporulation protein AC,A0A417JUF8,Lachnospiraceae bacterium AM26-1LB,157,2292906,2.0
UniRef100_A0A4U7JD49/6-146,Cluster: Stage V sporulation protein AC,A0A4U7JD49,Ruminiclostridium herbifermentans,149,2488810,1.0
UniRef100_A0A494WTV6/13-153,Cluster: Stage V sporulation protein AC,A0A494WTV6,Desulfofundulus salinum,154,2419843,1.0
UniRef100_A0A349DBM1/4-147,Cluster: Stage V sporulation protein AC,A0A349DBM1,Oscillospiraceae bacterium,150,2485925,1.0
UniRef100_A0A1C5KN34/6-147,Cluster: Stage V sporulation protein AC,A0A1C5KN34,uncultured Clostridium sp.,152,59620,2.0
UniRef100_R5LJ50/4-144,Cluster: Stage V sporulation protein AC,R5LJ50,Eubacterium sp. CAG:115,149,1262878,2.0
UniRef100_UPI0004213AB5/5-147,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,UPI0004213AB5,Dorea longicatena,153,88431,1.0
UniRef100_A0A351AWQ9/19-159,Cluster: Stage V sporulation protein AC,A0A351AWQ9,Clostridiales bacterium,161,1898207,1.0
UniRef100_UPI0006B4FFAA/8-147,Cluster: stage V sporulation protein AC,UPI0006B4FFAA,Inediibacterium massiliense,147,1658111,1.0
UniRef100_A0A0F2NL34/13-154,Cluster: Uncharacterized protein,A0A0F2NL34,Peptococcaceae bacterium BRH_c4a,156,1629716,1.0
UniRef100_A0A352WYZ5/2-142,Cluster: Stage V sporulation protein AC,A0A352WYZ5,Oscillospiraceae bacterium,144,2485925,1.0
UniRef100_A0A1V5PBK5/6-146,Cluster: SpoVA protein,A0A1V5PBK5,Firmicutes bacterium ADurb.Bin356,147,1852890,1.0
UniRef100_A0A7X7YB56/5-147,Cluster: Stage V sporulation protein AC,A0A7X7YB56,Clostridiaceae bacterium,150,1898204,1.0
UniRef100_UPI00193B15C0/7-145,Cluster: stage V sporulation protein AC,UPI00193B15C0,Clostridium sp. D2Q-14,147,2683194,1.0
UniRef100_A0A6N2WXR3/61-204,Cluster: SpoVA protein,A0A6N2WXR3,uncultured Clostridium sp.,210,59620,7.0
UniRef100_A0A355V0T0/6-144,Cluster: Stage V sporulation protein AC,A0A355V0T0,Ruminococcus sp.,146,41978,1.0
UniRef100_R5L775/6-147,Cluster: Stage V sporulation protein AC,R5L775,Eubacterium sp. CAG:161,152,1262881,1.0
UniRef100_A0A1C5ZDM4/41-184,Cluster: Stage V sporulation protein AC,A0A1C5ZDM4,uncultured Clostridium sp.,190,59620,2.0
UniRef100_R6X273/41-184,Cluster: Uncharacterized protein,R6X273,Clostridium sp. CAG:91,190,1262845,1.0
UniRef100_A0A415YEL8/9-151,Cluster: Stage V sporulation protein AC,A0A415YEL8,Lachnospiraceae bacterium AM10-38,157,2292902,1.0
UniRef100_A0A4Y7WU87/5-149,Cluster: Stage V sporulation protein AC,A0A4Y7WU87,Alkalihalobacillus halodurans (Bacillus halodurans),151,86665,1.0
UniRef100_UPI0005AAA553/25-164,Cluster: stage V sporulation protein AC,UPI0005AAA553,Clostridium saccharoperbutylacetonicum,167,36745,1.0
UniRef100_A0A3D2G4X1/4-145,Cluster: SpoVA protein,A0A3D2G4X1,Lachnospiraceae bacterium,152,1898203,1.0
UniRef100_A0A0H5SDA2/21-162,Cluster: Putative membrane protein,A0A0H5SDA2,Herbinix hemicellulosilytica,166,1564487,1.0
UniRef100_A0A7X2T0Y7/9-148,Cluster: Stage V sporulation protein AC,A0A7X2T0Y7,Inconstantimicrobium porci,151,2652291,1.0
UniRef100_A0A7X5CVE5/6-147,Cluster: Stage V sporulation protein AC,A0A7X5CVE5,Clostridiaceae bacterium,148,1898204,1.0
UniRef100_R6H0I4/5-144,Cluster: Stage V sporulation protein AC,R6H0I4,Firmicutes bacterium CAG:137,148,1263004,2.0
UniRef100_R5ZJ85/30-171,Cluster: Stage V sporulation protein AC,R5ZJ85,Eubacterium sp. CAG:156,174,1262880,2.0
UniRef100_UPI001C031A45/5-147,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,UPI001C031A45,Dorea longicatena,153,88431,1.0
UniRef100_F3AKH8/10-150,Cluster: Uncharacterized protein,F3AKH8,Lachnospiraceae bacterium 9_1_43BFAA,157,658088,7.0
UniRef100_A0A358PGS1/19-159,Cluster: Stage V sporulation protein AC,A0A358PGS1,Clostridiales bacterium,161,1898207,1.0
UniRef100_A0A3D4I1J2/4-145,Cluster: Stage V sporulation protein AC,A0A3D4I1J2,Oscillospiraceae bacterium,147,2485925,1.0
UniRef100_A0A3D4T4H5/4-147,Cluster: Stage V sporulation protein AC,A0A3D4T4H5,Oscillospiraceae bacterium,150,2485925,1.0
UniRef100_R6DTD8/5-147,Cluster: Stage V sporulation protein AC,R6DTD8,Ruminococcus sp. CAG:563,150,1262961,1.0
UniRef100_UPI001438EAE7/13-153,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,UPI001438EAE7,Anaerosporobacter sp. KCTC 15857,159,2718714,1.0
UniRef100_R6ZLU8/5-146,Cluster: Stage V sporulation protein AC,R6ZLU8,Firmicutes bacterium CAG:94,152,1262989,1.0
UniRef100_A0A7C6R593/4-145,Cluster: Stage V sporulation protein AC,A0A7C6R593,Clostridiales bacterium,147,1898207,1.0
UniRef100_A0A1S8TVJ1/11-152,Cluster: SpoVA protein,A0A1S8TVJ1,Clostridium sp. BL-8,155,349938,2.0
UniRef100_UPI001C0FB4C5/9-151,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,UPI001C0FB4C5,Blautia sp. MSJ-9,157,2841511,1.0
UniRef100_A0A7X8QQN8/5-145,Cluster: Stage V sporulation protein AC,A0A7X8QQN8,Tissierellia bacterium,146,2049431,1.0
UniRef100_A0A3D1RGP1/6-146,Cluster: Stage V sporulation protein AC,A0A3D1RGP1,Clostridiales bacterium,147,1898207,1.0
UniRef100_S0FG10/6-146,Cluster: Stage V sporulation protein AC,S0FG10,Ruminiclostridium cellobioparum subsp. termitidis CT1112,147,1195236,1.0
UniRef100_R6AP81/19-159,Cluster: Stage V sporulation protein AC,R6AP81,Clostridium sp. CAG:138,161,1262775,1.0
UniRef100_UPI0011789B8C/4-145,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,UPI0011789B8C,Clostridium sp. HBUAS56010,150,2571127,1.0
UniRef100_UPI0019152E57/6-147,Cluster: stage V sporulation protein AC,UPI0019152E57,Anaerostipes butyraticus,154,645466,1.0
UniRef100_A0A357AZ02/4-144,Cluster: Stage V sporulation protein AC,A0A357AZ02,Clostridiales bacterium,147,1898207,1.0
UniRef100_A0A354CR63/4-144,Cluster: Stage V sporulation protein AC,A0A354CR63,Oscillospiraceae bacterium,148,2485925,1.0
UniRef100_R6PBR5/7-146,Cluster: Stage V sporulation protein AC,R6PBR5,Eubacterium sp. CAG:274,147,1262888,1.0
UniRef100_A0A0F0CA86/5-144,Cluster: SpoVA protein,A0A0F0CA86,Clostridium sp. FS41,153,1609975,5.0
UniRef100_A0A1Y3S8G9/4-144,Cluster: Stage V sporulation protein AC,A0A1Y3S8G9,Flavonifractor sp. An82,147,1965660,1.0
UniRef100_A0A1Q6TGI9/23-164,Cluster: SpoVA protein,A0A1Q6TGI9,Roseburia sp. CAG:197_41_10,170,1897018,1.0
UniRef100_UPI000B98BD02/6-146,Cluster: stage V sporulation protein AC,UPI000B98BD02,Petroclostridium xylanilyticum,149,1792311,1.0
UniRef100_A0A564U879/5-147,Cluster: SpoVA protein,A0A564U879,Dorea longicatena,153,88431,1.0
UniRef100_A0A3A6HB64/4-144,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,A0A3A6HB64,Clostridiales bacterium TF09-2AC,153,2302989,1.0
UniRef100_A0A352A6P6/3-146,Cluster: Stage V sporulation protein AC,A0A352A6P6,Clostridiales bacterium,149,1898207,1.0
UniRef100_A0A3A9C122/4-146,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,A0A3A9C122,bacterium C-53,151,2320109,1.0
UniRef100_A0A3C2CXD5/9-135,Cluster: Stage V sporulation protein AC,A0A3C2CXD5,Bacillus sp.,137,1409,1.0
UniRef100_A0A7G9WHR9/4-144,Cluster: Stage V sporulation protein AC,A0A7G9WHR9,Caproicibacterium amylolyticum,147,2766537,1.0
UniRef100_UPI001D095B52/5-147,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,UPI001D095B52,Dorea longicatena,153,88431,1.0
UniRef100_UPI000B498D22/16-154,Cluster: stage V sporulation protein AC,UPI000B498D22,Desulfosporosinus sp. FKB,155,1969835,1.0
UniRef100_R6ZJC7/11-153,Cluster: Uncharacterized protein,R6ZJC7,Firmicutes bacterium CAG:534,157,1263027,1.0
UniRef100_R6V0L7/16-158,Cluster: Stage V sporulation protein AC,R6V0L7,Firmicutes bacterium CAG:227,163,1263010,1.0
UniRef100_A0A7C6WEW1/8-143,Cluster: Stage V sporulation protein AC,A0A7C6WEW1,Acholeplasmataceae bacterium,145,1898209,1.0
UniRef100_A0A359CP16/10-149,Cluster: Stage V sporulation protein AC,A0A359CP16,Clostridiaceae bacterium,151,1898204,1.0
UniRef100_F4XD34/4-144,Cluster: Stage V sporulation protein AC,F4XD34,Ruminococcaceae bacterium D16,146,552398,1.0
UniRef100_A0A4P8S0Q0/4-143,Cluster: Stage V sporulation protein AC,A0A4P8S0Q0,Lysinibacillus sp. SGAir0095,151,2070463,1.0
UniRef100_A0A7G9G858/3-142,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,A0A7G9G858,Lachnospiraceae bacterium NSJ-38,150,2763669,1.0
UniRef100_A0A0E3W357/13-153,"Cluster: Sporulation stage V, protein AC",A0A0E3W357,Syntrophomonas zehnderi OL-4,154,690567,1.0
UniRef100_A0A174PL18/5-147,Cluster: Stage V sporulation protein AC,A0A174PL18,Dorea longicatena,153,88431,1.0
UniRef100_A0A845SV52/4-144,Cluster: Stage V sporulation protein AC,A0A845SV52,Anaerotruncus colihominis,147,169435,2.0
UniRef100_A0A3R6KGF0/31-174,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,A0A3R6KGF0,Clostridium sp. AF34-10BH,180,2293011,2.0
UniRef100_A0A3G1L111/9-148,Cluster: Stage V sporulation protein AC,A0A3G1L111,Candidatus Formimonas warabiya,149,1761012,1.0
UniRef100_R7N9F4/7-149,Cluster: Stage V sporulation protein AC,R7N9F4,Eubacterium sp. CAG:76,151,1262892,3.0
UniRef100_A0A117LS33/9-149,Cluster: Stage V sporulation protein AC,A0A117LS33,Desulfotomaculum sp. 46_80,150,1641375,2.0
UniRef100_A0A544TEB5/3-143,Cluster: Stage V sporulation protein AC,A0A544TEB5,Psychrobacillus lasiicapitis,151,1636719,1.0
UniRef100_UPI001A8D3DE2/13-153,Cluster: stage V sporulation protein AC,UPI001A8D3DE2,Alicyclobacillus fructus,157,2816082,1.0
UniRef100_A0A316QUS8/21-158,Cluster: Stage V sporulation protein AC,A0A316QUS8,Clostridiales bacterium,166,1898207,1.0
UniRef100_A0A6A8VD59/4-144,Cluster: Stage V sporulation protein AC,A0A6A8VD59,Pseudoflavonifractor sp. BIOML-A6,146,2584668,4.0
UniRef100_A0A6G3M184/4-145,Cluster: Stage V sporulation protein AC,A0A6G3M184,Pseudoflavonifractor sp. 60,147,2304576,1.0
UniRef100_A0A3E5G750/5-147,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,A0A3E5G750,Dorea longicatena,153,88431,1.0
UniRef100_A0A3A9J5U6/4-144,Cluster: Stage V sporulation protein AC,A0A3A9J5U6,Anaerotruncus sp. 1XD22-93,147,2320082,1.0
UniRef100_UPI0006C81C71/2-143,Cluster: stage V sporulation protein AC,UPI0006C81C71,Phocea massiliensis,145,1841867,1.0
UniRef100_A0A413G8A5/4-144,Cluster: Stage V sporulation protein AC,A0A413G8A5,Anaerotruncus sp. AF02-27,147,2292191,1.0
UniRef100_A0A845KWA6/5-147,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,A0A845KWA6,Dorea sp. BIOML-A1,153,2584637,1.0
UniRef100_A0A1C5ZFH3/4-144,Cluster: Stage V sporulation protein AC,A0A1C5ZFH3,uncultured Butyricicoccus sp.,150,1193532,2.0
UniRef100_A0A414RZL6/5-147,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,A0A414RZL6,Dorea longicatena,153,88431,1.0
UniRef100_R5E3M6/7-149,Cluster: Uncharacterized protein,R5E3M6,Eubacterium sp. CAG:86,152,1262895,3.0
UniRef100_S2Y960/10-150,Cluster: Stage V sporulation protein AC,S2Y960,Coprococcus sp. HPP0074,157,1078090,2.0
UniRef100_A0A1Q6LQU9/2-138,Cluster: SpoVA protein,A0A1Q6LQU9,Clostridium sp. CAG:12237_41,140,1896985,1.0
UniRef100_A0A354FD45/14-153,Cluster: Stage V sporulation protein AC,A0A354FD45,Peptococcaceae bacterium,154,2052179,1.0
UniRef100_UPI001ADD9BED/6-147,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,UPI001ADD9BED,Anaerobutyricum soehngenii,149,105843,1.0
UniRef100_A0A412LBA1/3-144,Cluster: Stage V sporulation protein AC,A0A412LBA1,Ruminococcus bromii,151,40518,1.0
UniRef100_A0A6N9PMX7/5-145,Cluster: Stage V sporulation protein AC,A0A6N9PMX7,Neglectibacter sp. 59,149,2304573,1.0
UniRef100_UPI00164C60BA/4-145,Cluster: stage V sporulation protein AC,UPI00164C60BA,Anaerofilum sp. BX8,150,2763016,1.0
UniRef100_UPI001C112191/6-146,Cluster: stage V sporulation protein AC,UPI001C112191,Lachnoclostridium sp. MSJ-17,153,2841516,1.0
UniRef100_R5SPU9/8-149,Cluster: Stage V sporulation protein AC,R5SPU9,Clostridium sp. CAG:1219,151,1262772,1.0
UniRef100_A0A4R3L0Y1/5-145,Cluster: Stage V sporulation protein AC,A0A4R3L0Y1,Keratinibaculum paraultunense,149,1278232,1.0
UniRef100_UPI001CA4E35C/1-134,Cluster: stage V sporulation protein AC,UPI001CA4E35C,Clostridium sp. YB-6,137,2859781,1.0
UniRef100_A0A3A9GP67/14-154,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,A0A3A9GP67,Roseburia sp. 1XD42-69,161,2320088,1.0
UniRef100_A0A354NCN6/4-144,Cluster: Stage V sporulation protein AC,A0A354NCN6,Oscillospiraceae bacterium,149,2485925,1.0
UniRef100_UPI0017807E8D/14-153,Cluster: stage V sporulation protein AC,UPI0017807E8D,Clostridium sp. Sa3CUN1,156,2762246,1.0
UniRef100_A0A6N2U754/2-143,Cluster: SpoVA protein,A0A6N2U754,uncultured Anaerotruncus sp.,145,905011,2.0
UniRef100_UPI00055748F9/5-144,Cluster: stage V sporulation protein AC,UPI00055748F9,Desulfovirgula thermocuniculi,148,348842,1.0
UniRef100_A0A1M7KT49/29-169,Cluster: Stage V sporulation protein AC,A0A1M7KT49,Anaerosporobacter mobilis DSM 15930,175,1120996,3.0
UniRef100_A0A847QRY2/6-147,Cluster: Stage V sporulation protein AC,A0A847QRY2,Epulopiscium sp.,148,2384,1.0
UniRef100_A0A1C6JE44/6-144,Cluster: Stage V sporulation protein AC,A0A1C6JE44,uncultured Anaerotruncus sp.,147,905011,2.0
UniRef100_A0A844JBS8/4-145,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,A0A844JBS8,Hungatella sp.,150,2613924,1.0
UniRef100_A0A1Y4EUK4/2-135,Cluster: Stage V sporulation protein AC,A0A1Y4EUK4,Anaeromassilibacillus sp. An250,137,1965604,1.0
UniRef100_UPI00047B1C50/4-145,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,UPI00047B1C50,Lacrimispora aerotolerans,150,36832,1.0
UniRef100_UPI000D0E6C26/9-151,Cluster: SpoVA/SpoVAEb family sporulation membrane protein,UPI000D0E6C26,Massilistercora timonensis,156,2086584,1.0
UniRef100_A0A2K8N7V8/10-152,Cluster: Stage V sporulation protein AC,A0A2K8N7V8,Kyrpidia spormannii,156,2055160,2.0
UniRef100_A0A174FW32/6-148,Cluster: Stage V sporulation protein AC,A0A174FW32,Anaerostipes hadrus,154,649756,2.0
UniRef100_A0A173U2P0/6-148,Cluster: Stage V sporulation protein AC,A0A173U2P0,Anaerostipes hadrus,154,649756,1.0
UniRef100_UPI001A9C467E/22-163,Cluster: stage V sporulation protein AC,UPI001A9C467E,Pseudoflavonifractor phocaeensis,165,1870988,1.0
UniRef100_UPI001A8C8DA4/13-153,Cluster: stage V sporulation protein AC,UPI001A8C8DA4,Alicyclobacillus mali,157,1123961,1.0
UniRef100_A0A1C6IQE2/6-147,Cluster: Stage V sporulation protein AC,A0A1C6IQE2,uncultured Eubacterium sp.,149,165185,4.0
UniRef100_UPI001AA0CB70/5-144,Cluster: stage V sporulation protein AC,UPI001AA0CB70,Bittarella massiliensis,148,1720313,1.0
UniRef100_A0A1S9N3T7/12-152,Cluster: Stage V sporulation protein AC,A0A1S9N3T7,Clostridium beijerinckii (Clostridium MP),155,1520,1.0
UniRef100_A0A2W4Q5F3/12-153,Cluster: Stage V sporulation protein AC,A0A2W4Q5F3,Firmicutes bacterium,155,1879010,1.0
